state,county,city,site,pollutant,date,daily_avg,units_of_measure
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-09-27,0.8875,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-09-28,0.325,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-09-29,0.65,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-09-30,0.225,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-01,0.4875,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-02,1.8,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-03,0.4,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-04,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-05,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-06,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-07,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-08,0.325,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-09,0.5,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-10,0.8,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-11,0.7375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-12,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-13,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-14,0.0375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-15,0.4875,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-16,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-17,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-18,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-19,0.325,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-20,0.525,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-21,0.525,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-22,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-23,0.35,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-24,0.4,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-25,0.15,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-26,0.2375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-27,0.075,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-28,0.457143,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-29,0.1875,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-30,0.2,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-10-31,0.0375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-01,0.2875,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-02,0.2375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-03,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-04,0.15,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-05,0.075,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-06,0.15,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-07,0.075,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-08,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-09,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-10,0.2375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-11,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-12,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-13,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-14,0.5,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-15,1.4125,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-16,0.6875,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-17,0.45,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-18,1.25,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-19,0.625,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-20,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-21,0.8625,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-22,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-23,0.4375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-24,0.0375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-25,0.15,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-26,0.8125,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-27,0.1625,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-28,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-29,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-11-30,1.525,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-01,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-02,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-03,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-04,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-05,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-06,0.4,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-07,0.0375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-08,0.1125,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-09,0.0375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-10,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-11,0.3125,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-12,0.4,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-13,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-14,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-15,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-16,1.1875,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-17,0.0375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-18,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-19,0.085714,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-20,1.2375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-21,1.9875,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-22,0.975,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-23,1.4,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-24,0.2,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-25,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-26,0.1125,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-27,0.275,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-28,0,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-29,0.4125,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-30,0.0375,Parts per billion
Pennsylvania,Allegheny,McDonald,0067,Sulfur dioxide,2019-12-31,0.075,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-01,0.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-02,2.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-03,1.208333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-04,2.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-05,1.166667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-06,0.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-07,7.125,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-08,6.416667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-09,0.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-10,0,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-11,0,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-12,0.125,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-13,0,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-14,0.458333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-15,0,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-16,0,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-17,0.208333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-18,0.272727,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-19,0.625,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-20,0.666667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-21,0,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-22,3.208333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-23,11.833333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-24,1.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-25,0.291667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-26,4.166667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-27,5.208333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-28,5.916667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-29,4.5,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-30,1.458333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-01-31,0.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-01,1.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-02,3.625,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-03,9.125,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-04,18,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-05,3.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-06,0.833333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-07,1.130435,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-08,0.304348,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-09,0,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-10,0.875,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-11,0.5,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-12,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-13,0.958333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-14,9.5,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-15,3.75,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-16,0.708333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-17,0.875,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-18,0.458333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-19,0.125,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-20,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-21,1.173913,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-22,0.291667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-23,0.625,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-24,1.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-25,0.583333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-26,0.333333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-27,3.666667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-02-28,1.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-01,0.833333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-02,1.25,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-03,1.125,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-04,0.916667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-05,0.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-06,0.304348,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-07,0.875,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-08,1.416667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-09,1.25,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-10,2.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-11,0.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-12,0.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-13,4.125,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-14,9.666667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-15,1.458333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-16,0.333333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-17,0.416667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-18,0.458333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-19,0.708333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-20,4.833333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-21,2.434783,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-22,1.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-23,0.791667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-24,5.666667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-25,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-26,0.708333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-27,3,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-28,4.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-29,2.958333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-30,3.833333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-03-31,0.75,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-01,0.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-02,3.521739,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-03,3.791667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-04,5.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-05,0.291667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-06,1.291667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-07,2.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-08,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-09,1.458333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-10,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-11,1.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-12,1.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-13,1.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-14,1.958333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-15,1.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-16,1.25,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-17,2.583333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-18,3.75,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-19,6.956522,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-20,2.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-21,1.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-22,1.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-23,2.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-24,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-25,1.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-26,2,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-27,1.625,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-28,1.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-29,1.75,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-04-30,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-01,1.75,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-02,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-03,1.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-04,1.666667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-05,1.791667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-06,1.304348,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-07,1.875,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-08,1.583333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-09,1.875,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-10,1.416667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-11,1.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-12,1.958333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-13,1.833333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-14,1.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-15,2.136364,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-16,1.791667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-17,3.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-18,1.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-19,2.166667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-20,1.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-21,0.5,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-22,0.75,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-23,1.416667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-24,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-25,1.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-26,1.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-27,1.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-28,1.333333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-29,1.291667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-30,1.086957,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-05-31,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-01,1.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-02,1.166667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-03,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-04,3.875,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-05,2.958333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-06,1.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-07,1.625,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-08,1.083333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-09,1,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-10,1.666667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-11,0.954545,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-12,2.708333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-13,1.208333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-14,1.375,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-15,4.25,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-16,1.166667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-17,1.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-18,1.291667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-19,1.708333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-20,2,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-21,1.166667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-22,1.041667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-23,2.583333,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-24,3.541667,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-25,1.318182,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-26,2.875,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-27,2.5,Parts per billion
Pennsylvania,Allegheny,North Braddock,1301,Sulfur dioxide,2019-06-28,1.583333,Parts per billion
