state,county,city,site,pollutant,date,daily_avg,units_of_measure
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-19,4.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-20,5.478261,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-21,5.304348,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-22,1.521739,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-23,1.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-24,3.521739,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-25,3.826087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-26,3.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-27,5.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-28,5.086957,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-29,4.73913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-30,3,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-03-31,0.869565,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-01,1.782609,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-02,4.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-03,2.521739,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-04,4.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-05,1.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-06,3.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-07,2.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-08,1.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-09,1.235294,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-10,1.5,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-11,1.590909,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-12,1.782609,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-13,2.826087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-14,2.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-15,0.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-16,2.545455,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-17,3.521739,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-18,2.304348,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-19,1.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-20,1.782609,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-21,1.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-22,2.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-23,2.652174,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-24,1.521739,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-25,3.782609,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-26,1.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-27,0.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-28,1.913043,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-29,1.545455,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-04-30,3.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-01,1.956522,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-02,1.869565,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-03,2.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-04,3.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-05,2.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-06,1.478261,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-07,2.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-08,1.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-09,1.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-10,1.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-11,1,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-12,1,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-13,0.913043,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-14,0.863636,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-15,5.875,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-16,2,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-17,2,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-18,2.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-19,2.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-20,0.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-21,0.869565,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-22,1.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-23,2.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-24,1.826087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-25,2.478261,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-26,1.826087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-27,1.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-28,1.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-29,1.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-05-30,2.428571,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-03,0.583333,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-04,2.478261,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-05,2.782609,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-06,1.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-07,1.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-08,0.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-09,0,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-10,1.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-11,0.826087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-12,0.782609,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-13,0.666667,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-14,0.521739,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-15,2.956522,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-16,1.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-17,2.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-18,2.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-19,2.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-20,1.304348,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-21,0.681818,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-22,1.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-23,1.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-06-24,3,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-03,2,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-04,2.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-05,1.913043,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-06,1.826087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-07,1.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-08,1.5,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-09,1.086957,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-10,2.869565,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-11,3.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-12,2.304348,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-13,2,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-14,2.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-15,1.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-16,3.869565,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-17,1.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-18,1.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-19,2.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-20,1.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-21,3,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-24,0,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-25,0.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-26,0,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-29,2.111111,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-30,2.304348,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-07-31,1.782609,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-01,2.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-02,2,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-03,1.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-04,1.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-05,1.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-06,2.73913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-07,1.652174,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-08,1.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-09,1.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-10,2.217391,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-11,1.086957,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-12,2.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-13,3,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-14,1.956522,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-15,2.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-16,2.681818,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-17,1.478261,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-18,2.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-19,1.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-20,4.681818,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-21,2.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-22,1.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-23,1.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-24,0.913043,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-25,0.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-26,0.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-27,1.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-28,1.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-29,1.478261,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-30,4.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-08-31,1.478261,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-01,0.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-02,1,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-03,2.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-04,2.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-05,1.478261,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-06,1.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-07,1.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-08,1.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-09,2.086957,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-10,2.470588,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-11,2.142857,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-12,1.913043,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-13,1.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-14,0.956522,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-15,1.217391,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-16,2.956522,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-17,1.73913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-18,0.782609,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-19,1.666667,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-20,2.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-21,3.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-22,1.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-23,4.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-24,3.222222,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-25,2.75,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-26,3.826087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-27,2.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-28,2.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-29,1.826087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-09-30,4.521739,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-01,2.869565,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-02,3.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-03,3.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-04,0.545455,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-05,0.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-06,2.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-07,1.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-08,1.545455,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-09,1.217391,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-10,2.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-11,3.304348,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-12,1.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-13,3.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-14,3,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-15,3.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-16,1.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-17,0.956522,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-18,1.956522,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-19,3.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-20,1.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-21,1.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-22,1.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-23,1.73913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-24,2.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-25,5.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-26,1.913043,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-27,0.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-28,3.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-29,3.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-30,3.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-10-31,2.043478,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-01,1.5,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-02,2.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-03,1.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-04,3.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-05,3.913043,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-06,5.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-07,4.521739,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-08,2.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-09,4.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-10,3.73913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-11,3.869565,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-12,2.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-13,5.130435,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-14,7.666667,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-15,5.73913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-16,2.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-17,2.608696,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-18,5,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-19,7.173913,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-20,8.304348,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-21,5.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-22,2.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-23,4.956522,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-24,2.782609,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-25,5.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-26,7.956522,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-27,3.217391,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-28,0.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-29,2.347826,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-11-30,3.826087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-12-01,1.26087,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-12-02,2.565217,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-12-03,1.954545,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-12-04,3.045455,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-12-05,2.391304,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-12-06,5.695652,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-12-07,5.434783,Parts per billion
Pennsylvania,Fayette,Uniontown,0524,Nitrogen dioxide (NO2),2019-12-08,3.478261,Parts per billion
